Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,19050.0,19050.0,18900.0,19050.0,1950,0.0,0.0
2021-01-05 00:00:00-05:00,19000.0,19200.0,18850.0,19000.0,1660,0.0,0.0
2021-01-06 00:00:00-05:00,19000.0,19250.0,18900.0,19100.0,1460,0.0,0.0
2021-01-07 00:00:00-05:00,19100.0,19500.0,19000.0,19500.0,2990,0.0,0.0
2021-01-08 00:00:00-05:00,19300.0,19500.0,19100.0,19200.0,2640,0.0,0.0
2021-01-11 00:00:00-05:00,19500.0,20000.0,19500.0,20000.0,4540,0.0,0.0
2021-01-12 00:00:00-05:00,20000.0,21400.0,20000.0,21400.0,6020,0.0,0.0
2021-01-13 00:00:00-05:00,22000.0,22850.0,22000.0,22850.0,8430,0.0,0.0
2021-01-14 00:00:00-05:00,24200.0,24400.0,24200.0,24400.0,7280,0.0,0.0
2021-01-15 00:00:00-05:00,26100.0,26100.0,23500.0,24000.0,12640,0.0,0.0
2021-01-19 00:00:00-05:00,26250.0,27400.0,24500.0,27400.0,19590,0.0,0.0
2021-01-20 00:00:00-05:00,27400.0,29300.0,27400.0,29300.0,22580,0.0,0.0
2021-01-21 00:00:00-05:00,29900.0,31350.0,29900.0,31350.0,15770,0.0,0.0
2021-01-22 00:00:00-05:00,33500.0,33500.0,32000.0,32900.0,7620,0.0,0.0
2021-01-25 00:00:00-05:00,32900.0,32950.0,30600.0,30600.0,3550,0.0,0.0
2021-01-26 00:00:00-05:00,28500.0,28500.0,28500.0,28500.0,2370,0.0,0.0
2021-01-27 00:00:00-05:00,26600.0,28550.0,26550.0,26550.0,3240,0.0,0.0
2021-01-28 00:00:00-05:00,24700.0,24700.0,24700.0,24700.0,4670,0.0,0.0
2021-01-29 00:00:00-05:00,24700.0,26200.0,24000.0,25800.0,9560,0.0,0.0
2021-02-01 00:00:00-05:00,27500.0,27500.0,25450.0,25450.0,4380,0.0,0.0
2021-02-02 00:00:00-05:00,25450.0,26000.0,25400.0,26000.0,2370,0.0,0.0
2021-02-03 00:00:00-05:00,27600.0,27600.0,24500.0,27350.0,1100,0.0,0.0
2021-02-04 00:00:00-05:00,26000.0,27500.0,26000.0,27300.0,790,0.0,0.0
2021-02-05 00:00:00-05:00,27300.0,29000.0,27300.0,27400.0,5820,0.0,0.0
2021-02-08 00:00:00-05:00,29000.0,29300.0,28900.0,29300.0,10660,0.0,0.0
2021-02-09 00:00:00-05:00,29300.0,29300.0,29300.0,29300.0,0,0.0,0.0
2021-02-10 00:00:00-05:00,29300.0,29300.0,29300.0,29300.0,0,0.0,0.0
2021-02-11 00:00:00-05:00,29300.0,29300.0,29300.0,29300.0,0,0.0,0.0
2021-02-12 00:00:00-05:00,29300.0,29300.0,29300.0,29300.0,0,0.0,0.0
2021-02-16 00:00:00-05:00,29300.0,29300.0,29300.0,29300.0,0,0.0,0.0
2021-02-17 00:00:00-05:00,31350.0,32900.0,31100.0,32800.0,10590,0.0,0.0
2021-02-18 00:00:00-05:00,33300.0,33300.0,31900.0,32800.0,2860,0.0,0.0
2021-02-19 00:00:00-05:00,31000.0,32700.0,31000.0,32000.0,3970,0.0,0.0
