Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,22.0,22.0,20.0,20.100000381469727,2987380,0.0,0.0
2021-01-05 00:00:00-05:00,19.899999618530273,20.299999237060547,19.100000381469727,19.799999237060547,2814830,0.0,0.0
2021-01-06 00:00:00-05:00,20.299999237060547,22.299999237060547,19.700000762939453,20.100000381469727,6736330,0.0,0.0
2021-01-07 00:00:00-05:00,20.799999237060547,21.100000381469727,20.200000762939453,20.5,2615050,0.0,0.0
2021-01-08 00:00:00-05:00,20.899999618530273,22.100000381469727,20.700000762939453,21.399999618530273,3955330,0.0,0.0
2021-01-11 00:00:00-05:00,21.600000381469727,22.700000762939453,21.5,22.0,4169580,0.0,0.0
2021-01-12 00:00:00-05:00,22.399999618530273,23.899999618530273,22.399999618530273,22.899999618530273,4154920,0.0,0.0
2021-01-13 00:00:00-05:00,23.299999237060547,23.799999237060547,21.299999237060547,21.799999237060547,4584770,0.0,0.0
2021-01-14 00:00:00-05:00,22.200000762939453,23.200000762939453,21.299999237060547,21.799999237060547,4963880,0.0,0.0
2021-01-15 00:00:00-05:00,22.0,25.5,21.799999237060547,23.299999237060547,16235640,0.0,0.0
2021-01-19 00:00:00-05:00,28.0,32.0,25.700000762939453,30.600000381469727,25627600,0.0,0.0
2021-01-20 00:00:00-05:00,32.900001525878906,33.400001525878906,27.5,29.700000762939453,18186220,0.0,0.0
2021-01-21 00:00:00-05:00,30.0,30.600000381469727,28.5,29.799999237060547,6482380,0.0,0.0
2021-01-22 00:00:00-05:00,29.100000381469727,37.400001525878906,28.100000381469727,35.099998474121094,26827340,0.0,0.0
2021-01-25 00:00:00-05:00,47.099998474121094,48.79999923706055,38.5,44.20000076293945,44323810,0.0,0.0
2021-01-26 00:00:00-05:00,50.900001525878906,51.900001525878906,43.70000076293945,49.599998474121094,45685020,0.0,0.0
2021-01-27 00:00:00-05:00,203.39999389648438,203.60000610351562,110.0999984741211,199.0,122234250,0.0,0.0
2021-01-28 00:00:00-05:00,119.80000305175781,165.0,65.0999984741211,86.30000305175781,59122390,0.0,0.0
2021-01-29 00:00:00-05:00,143.10000610351562,160.0,116.0,132.60000610351562,60219330,0.0,0.0
2021-02-01 00:00:00-05:00,170.0,172.5,129.10000610351562,133.0,43460800,0.0,0.0
2021-02-02 00:00:00-05:00,94.80000305175781,101.0,60.0,78.19999694824219,46277590,0.0,0.0
2021-02-03 00:00:00-05:00,88.5,97.69999694824219,78.9000015258789,89.69999694824219,22140510,0.0,0.0
2021-02-04 00:00:00-05:00,87.0,87.4000015258789,70.0,70.9000015258789,16298580,0.0,0.0
2021-02-05 00:00:00-05:00,71.69999694824219,82.69999694824219,65.19999694824219,68.30000305175781,19709760,0.0,0.0
2021-02-08 00:00:00-05:00,68.80000305175781,68.9000015258789,57.5,61.79999923706055,12817150,0.0,0.0
2021-02-09 00:00:00-05:00,58.099998474121094,58.099998474121094,52.599998474121094,55.0,10258810,0.0,0.0
2021-02-10 00:00:00-05:00,57.099998474121094,65.9000015258789,54.5,58.0,15281080,0.0,0.0
2021-02-11 00:00:00-05:00,56.20000076293945,58.5,54.70000076293945,56.099998474121094,5592040,0.0,0.0
2021-02-12 00:00:00-05:00,57.20000076293945,59.70000076293945,55.20000076293945,55.900001525878906,4677300,0.0,0.0
2021-02-16 00:00:00-05:00,60.29999923706055,60.5,54.900001525878906,56.5,6116570,0.0,0.0
2021-02-17 00:00:00-05:00,55.79999923706055,56.20000076293945,53.20000076293945,55.5,3884900,0.0,0.0
2021-02-18 00:00:00-05:00,58.400001525878906,62.5,54.599998474121094,55.099998474121094,13054080,0.0,0.0
2021-02-19 00:00:00-05:00,55.400001525878906,57.70000076293945,55.099998474121094,57.0,4024910,0.0,0.0
2021-02-22 00:00:00-05:00,59.29999923706055,66.80000305175781,57.5,65.5,17340900,0.0,0.0
2021-02-23 00:00:00-05:00,69.69999694824219,78.5999984741211,60.099998474121094,77.0,26487640,0.0,0.0
2021-02-24 00:00:00-05:00,72.30000305175781,98.30000305175781,69.9000015258789,90.9000015258789,37688180,0.0,0.0
2021-02-25 00:00:00-05:00,108.9000015258789,110.0,78.5,82.9000015258789,44571740,0.0,0.0
2021-02-26 00:00:00-05:00,81.9000015258789,90.0999984741211,76.30000305175781,80.0999984741211,13702800,0.0,0.0
2021-03-01 00:00:00-05:00,88.5999984741211,94.5,84.19999694824219,91.80000305175781,14358650,0.0,0.0
2021-03-02 00:00:00-05:00,91.4000015258789,94.0,85.0999984741211,89.30000305175781,7813540,0.0,0.0
2021-03-03 00:00:00-05:00,89.5,91.4000015258789,85.0,85.80000305175781,5565190,0.0,0.0
2021-03-04 00:00:00-05:00,82.5,85.9000015258789,75.0,80.30000305175781,7782260,0.0,0.0
2021-03-05 00:00:00-05:00,80.80000305175781,82.69999694824219,76.30000305175781,80.5,5973410,0.0,0.0
2021-03-08 00:00:00-05:00,85.30000305175781,94.80000305175781,83.0999984741211,92.9000015258789,11434380,0.0,0.0
2021-03-09 00:00:00-05:00,93.80000305175781,107.69999694824219,92.19999694824219,105.0,15041560,0.0,0.0
2021-03-10 00:00:00-05:00,110.19999694824219,124.69999694824219,95.0999984741211,98.5,26191860,0.0,0.0
2021-03-11 00:00:00-05:00,106.5,108.69999694824219,99.0,102.80000305175781,8393360,0.0,0.0
2021-03-12 00:00:00-05:00,101.5999984741211,114.0,99.4000015258789,111.5999984741211,11114670,0.0,0.0
2021-03-15 00:00:00-04:00,121.80000305175781,144.89999389648438,118.5,140.39999389648438,27771330,0.0,0.0
2021-03-16 00:00:00-04:00,136.1999969482422,136.1999969482422,123.4000015258789,130.1999969482422,12596760,0.0,0.0
2021-03-17 00:00:00-04:00,132.39999389648438,136.60000610351562,130.0,135.60000610351562,7805360,0.0,0.0
2021-03-18 00:00:00-04:00,143.39999389648438,145.39999389648438,135.6999969482422,140.0,12141800,0.0,0.0
